OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
20037,2016,Multifamily LR (1-4),Low-Rise Multifamily,Bayview Apartments,2233 NE 46th St,Seattle,WA,98105.0,0925049143,4,NORTHEAST,47.66156,-122.30314,1960,1.0,4,21528,0,21528,Multifamily Housing,Multifamily Housing,21528.0,,,,,,74.0,26.39999962,27.89999962,82.69999695,87.5,567280.625,600208.875,0.0,166260.4063,567281.0,0.0,0.0,False,,Compliant,,3.95,0.18
20047,2016,NonResidential,Retail Store,BLDG A,2627 NE University Village St.,Seattle,WA,98105.0,0925049346,4,NORTHEAST,47.66246,-122.29898,1956,1.0,2,39265,0,39265,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Retail Store,31905.0,Office,4388.0,Other,2679.0,,,133.3999939,135.6000061,406.7000122,411.3999939,5238803.0,5322918.5,0.0,1468083.625,5009101.0,2297.009766,229701.0,False,,Compliant,,47.12,1.2
20048,2016,NonResidential,Retail Store,NW BLDG,2625 NE 49th Street,Seattle,WA,98105.0,0925049346,4,NORTHEAST,47.66246,-122.29898,1956,1.0,2,54284,0,54284,"Other, Retail Store",Retail Store,52784.0,Other,1900.0,,,,18.0,124.0,126.0,375.7000122,377.7999878,6778694.0,6890861.0,0.0,1882825.375,6424200.0,3544.929932,354493.0,False,,Compliant,,63.61,1.17
20050,2016,NonResidential,Retail Store,BLDG C,2620 NE 46th Street,Seattle,WA,98105.0,0925049346,4,NORTHEAST,47.66246,-122.29898,1956,1.0,1,23409,0,23409,"Other, Retail Store",Retail Store,21909.0,Other,1500.0,,,,67.0,108.6999969,112.0,320.7999878,327.5,2545405.0,2621259.25,0.0,678243.1875,2314166.0,2312.389893,231239.0,False,,Compliant,,28.41,1.21
20052,2016,NonResidential,Retail Store,WEST BLDG,4629 26th Avenue NE,Seattle,WA,98105.0,0925049346,4,NORTHEAST,47.66246,-122.29898,1997,1.0,1,63153,0,63153,"Non-Refrigerated Warehouse, Other, Retail Store",Retail Store,59396.0,Non-Refrigerated Warehouse,2757.0,Other,1000.0,,,73.5,74.0,219.8999939,217.5,4644178.0,4670313.0,0.0,1264044.375,4312919.0,3312.580322,331258.0,False,,Compliant,,47.66,0.75
20056,2016,Multifamily LR (1-4),Low-Rise Multifamily,Nordheim Court,5000 25th Ave NE,Seattle,WA,98105.0,0925049382,4,NORTHEAST,47.66523,-122.29966,1980,1.0,2,321333,48179,273154,"Multifamily Housing, Parking",Multifamily Housing,174577.0,Parking,48179.0,,,,89.0,41.90000153,44.79999924,96.80000305,104.0,7311465.5,7828769.5,0.0,1292763.75,4410910.0,29005.55078,2900555.0,False,,Compliant,,184.8,0.58
20059,2016,Multifamily LR (1-4),Low-Rise Multifamily,Trailside Apts 4701 & 4708 (ID20059),4701 24th Ave NE,Seattle,WA,98105.0,0925049395,4,NORTHEAST,47.66316,-122.30215,1959,1.0,3,26157,0,26157,Multifamily Housing,Multifamily Housing,26157.0,,,,,,1.0,96.90000153,105.5999985,304.2999878,331.6000061,2534873.5,2762337.0,0.0,742928.875,2534873.0,0.0,0.0,False,,Compliant,,17.67,0.68
20066,2016,NonResidential,Hotel,University Travelodge,4725 25th AVE NE,Seattle,WA,98105.0,0925049404,4,NORTHEAST,47.66355,-122.30123,1961,2.0,2,24100,0,24100,Hotel,Hotel,30910.0,,,,,,91.0,51.40000153,53.09999847,109.1999969,114.5999985,1587454.75,1640279.375,0.0,239738.2031,817987.0,7694.679688,769468.0,False,,Compliant,,46.57,1.93
20067,2016,NonResidential,Restaurant,FareStart,700 Virginia St,Seattle,WA,98101.0,0659000710,7,DOWNTOWN,47.61521,-122.33747,1923,1.0,3,33600,0,33600,"Office, Restaurant",Restaurant,19200.0,Office,14400.0,,,,,133.1999969,140.3000031,322.7999878,335.8999939,4475650.0,4712960.5,0.0,862050.0,2941315.0,15343.34961,1534335.0,False,,Compliant,,101.99,3.04
20068,2016,Multifamily LR (1-4),Low-Rise Multifamily,St. Martin's on Westlake,2008 Westlake Ave,Seattle,WA,98121.0,0659000715,7,DOWNTOWN,47.61553,-122.33769,1907,1.0,3,39201,0,39201,"Multifamily Housing, Retail Store",Multifamily Housing,22050.0,Retail Store,1800.0,,,,,77.69999695,82.5,191.8000031,200.3000031,1852926.625,1968544.625,0.0,368621.3125,1257736.0,5951.905762,595191.0,False,,Compliant,,40.38,1.03
20069,2016,Multifamily LR (1-4),Low-Rise Multifamily,Larned,2030 7th Ave.,Seattle,WA,98121.0,0659000740,7,DOWNTOWN,47.61586,-122.33845,1909,1.0,3,23568,0,23568,"Multifamily Housing, Retail Store",Multifamily Housing,12331.0,Retail Store,4509.0,,,,,53.59999847,55.29999924,117.5999985,122.6999969,903301.3125,930997.8125,0.0,144648.5938,493541.0,4097.600586,409760.0,False,,Compliant,,25.2,1.07
20071,2016,Multifamily LR (1-4),Low-Rise Multifamily,The Virginian,2014 4th ave,Seattle,WA,98121.0,0659000965,7,DOWNTOWN,47.61369,-122.34022,1917,1.0,3,21130,0,21130,Multifamily Housing,Multifamily Housing,21130.0,,,,,,87.0,66.90000153,75.80000305,87.80000305,97.19999695,1412896.0,1601187.75,0.0,52224.80078,178191.0,12347.0498,1234705.0,False,,Compliant,,66.82,3.16
20072,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Sheridan Apartments,2011 5th Avenue,Seattle,WA,98121.0,0659001015,7,DOWNTOWN,47.61374,-122.33983,1914,1.0,6,36880,0,36880,Multifamily Housing,Multifamily Housing,36880.0,,,,,,91.0,56.70000076,62.5,90.30000305,97.59999847,2090895.75,2304949.25,1472483.375,127426.0,434778.0,1836.349976,183635.0,False,,Compliant,,126.44,3.43
20073,2016,NonResidential,Other,Griffin Building,2005 5th Ave,Seattle,WA,98121.0,0659001020,7,DOWNTOWN,47.61362,-122.33959,1927,1.0,4,32356,0,32356,"Bank Branch, Financial Office",Financial Office,25876.0,Bank Branch,6480.0,,,,81.0,57.40000153,62.20000076,127.4000015,131.8000031,1857154.75,2013033.75,882630.6875,285616.5938,974524.0,0.0,0.0,False,,Compliant,,74.92,2.32
20082,2016,NonResidential,Hotel,La Quinta Inn & Suites,2224 8th Ave,Seattle,WA,98121.0,0660000435,7,DOWNTOWN,47.61798,-122.33974,1960,1.0,7,61180,12960,48220,Hotel,Hotel,61180.0,,,,,,24.0,65.30000305,66.69999695,132.1000061,136.3999939,3993913.25,4077797.0,0.0,545096.375,1859869.0,21340.43945,2134044.0,False,,Compliant,,126.3,2.06
20087,2016,NonResidential,Small- and Mid-Sized Office,800 Stewart,800 stewart st,Seattle,WA,98121.0,0660000625,7,DOWNTOWN,47.61524,-122.33519,1978,1.0,5,43506,11250,32256,"Office, Parking",Office,32569.0,Parking,0.0,,,,51.0,106.1999969,110.5999985,229.3000031,229.8000031,3460275.5,3603400.0,0.0,537543.5,1834098.0,16261.77051,1626177.0,False,,Compliant,,99.15,2.28
20093,2016,Multifamily HR (10+),Other,The Olivian,809 Olive Way,Seattle,WA,98101.0,0660000835,7,DOWNTOWN,47.61397,-122.33351,2008,1.0,27,501239,161025,340214,Other,Other,301346.0,,,,,,,51.70000076,53.79999924,128.8000031,133.3000031,15590743.0,16224524.0,0.0,3145485.0,10732395.0,48583.46875,4858347.0,False,,Compliant,,332.85,0.66
20094,2016,Multifamily HR (10+),High-Rise Multifamily,Tower 801,801 Pine St,Seattle,WA,98101.0,0660000900,7,DOWNTOWN,47.61297,-122.33263,1970,1.0,23,179745,39504,140241,"Multifamily Housing, Parking, Swimming Pool",Multifamily Housing,121455.0,Parking,15360.0,Swimming Pool,0.0,,11.0,64.40000153,70.0,171.1000061,187.8000031,7821914.0,8499356.0,0.0,1762602.75,6014001.0,18079.12891,1807913.0,False,,Compliant,,137.94,0.77
20095,2016,Multifamily LR (1-4),Low-Rise Multifamily,53288 - Lock Vista,3025 NW Market Street,Seattle,WA,98107.0,1175001045,6,BALLARD,47.66812,-122.39756,1949,4.0,3,159820,0,159820,"Multifamily Housing, Parking",Multifamily Housing,159820.0,Parking,0.0,Swimming Pool,0.0,,90.0,29.39999962,31.29999924,67.5,72.80000305,4691945.5,5003620.0,0.0,822960.1875,2807940.0,18840.05078,1884005.0,False,,Compliant,,119.63,0.75
20100,2016,Multifamily LR (1-4),Low-Rise Multifamily,Golden Sunset Apartments,3256 NW 54th Street,Seattle,WA,98107.0,1176001275,6,BALLARD,47.66766,-122.4002,1968,1.0,3,60858,0,60858,Multifamily Housing,Multifamily Housing,60858.0,,,,,,87.0,32.40000153,34.5,79.90000153,86.09999847,1971310.25,2102257.75,0.0,391692.9063,1336456.0,6348.540039,634854.0,False,,Compliant,,43.03,0.71
20112,2016,Multifamily LR (1-4),Low-Rise Multifamily,Harbor Square,2425 Harbor Ave SW,Seattle,WA,98126.0,1224039015,1,SOUTHWEST,47.58163,-122.37355,1990,1.0,3,28033,0,28033,Multifamily Housing,Multifamily Housing,27923.0,,,,,,21.0,31.60000038,32.59999847,68.09999847,70.59999847,883109.875,910793.0,0.0,136646.5,466238.0,4168.720215,416872.0,False,,Compliant,,25.39,0.91
20120,2016,Multifamily LR (1-4),Low-Rise Multifamily,Gideon-Mathews Gardens,323 25th Ave S,Seattle,WA,98144.0,1250200025,3,CENTRAL,47.5997,-122.30015,1986,1.0,3,39816,0,39816,Multifamily Housing,Multifamily Housing,39816.0,,,,,,23.0,34.5,36.79999924,108.1999969,115.6999969,1372574.75,1466592.75,0.0,402278.5938,1372575.0,0.0,0.0,False,,Compliant,,9.57,0.24
20130,2016,NonResidential,Worship Facility,Green Lake United Methodist Church,6415 1st ave ne,Seattle,WA,98115.0,1257200735,6,Northwest,47.67572,-122.3285,1910,1.0,2,23931,0,23931,Worship Facility,Worship Facility,23931.0,,,,,,88.0,20.70000076,0.0,36.40000153,0.0,496477.3125,0.0,0.0,48966.89844,167075.0,3294.021729,329402.0,False,,Compliant,,18.66,0.78
20132,2016,NonResidential,Worship Facility,Green Lake Church of Seventh-day Adventists,6350 E Green Lake Way N,Seattle,WA,98103.0,1257203120,6,Northwest,47.67491,-122.33316,1948,1.0,2,21393,0,21393,Worship Facility,Worship Facility,21393.0,,,,,,57.0,39.5,45.90000153,67.5,76.90000153,845961.375,981916.5,0.0,78065.5,266359.0,5796.02002,579602.0,False,,Compliant,,32.64,1.53
20133,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Bush Hotel,409 Maynard Avenue South,Seattle,WA,98104.0,1275150000,2,DOWNTOWN,47.59886,-122.32544,1915,1.0,6,150374,0,150374,"Multifamily Housing, Office, Restaurant, Retail Store, Social/Meeting Hall, Supermarket/Grocery Store",Multifamily Housing,47814.0,Office,22372.0,Restaurant,6479.0,,,89.80000305,93.80000305,148.3999939,153.1999969,7618626.5,7961096.0,0.0,643238.6875,2194730.0,54238.95703,5423896.0,False,,Compliant,,303.36,2.02
20138,2016,Multifamily MR (5-9),Mid-Rise Multifamily,The Claremont,3333 Rainier Ave S,Seattle,WA,98144.0,1604700000,2,SOUTHEAST,47.57298,-122.29456,2010,1.0,6,78005,14081,63924,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,59103.0,Parking,14081.0,Retail Store,4620.0,,,27.0,28.10000038,67.5,70.30000305,1719814.625,1788246.625,0.0,349764.5,1193396.0,5264.180176,526418.0,False,,Compliant,,36.28,0.47
20140,2016,Multifamily LR (1-4),Low-Rise Multifamily,Gale Place,3333 Gale Place S.,Seattle,WA,98144.0,1282301210,2,SOUTHEAST,47.57285,-122.29209,1956,4.0,2,20400,0,20400,"Multifamily Housing, Parking",Multifamily Housing,20448.0,Parking,0.0,,,,34.0,48.5,51.20000076,152.3000031,160.8000031,991513.875,1047338.5,0.0,290596.0938,991514.0,0.0,0.0,False,,Compliant,,6.91,0.34
20141,2016,NonResidential,Mixed Use Property,WALDEN BUILDING,3031 S WALDEN ST,Seattle,WA,98144.0,1282301295,2,SOUTHEAST,47.57256,-122.29265,1990,1.0,2,47560,0,47560,"Distribution Center, Non-Refrigerated Warehouse, Office",Distribution Center,23146.0,Non-Refrigerated Warehouse,15724.0,Office,8255.0,,80.0,24.0,25.89999962,51.09999847,53.09999847,1132489.625,1221954.375,0.0,170954.2031,583296.0,5491.938477,549194.0,False,,Compliant,,33.23,0.7
20145,2016,NonResidential,Senior Care Community,Cabrini Senior Housing,909 Boren Avenue,Seattle,WA,98104.0,1285700000,3,EAST,47.60897,-122.32507,2006,1.0,6,62334,0,62334,"Bank Branch, Parking, Senior Care Community",Senior Care Community,35696.0,Bank Branch,15661.0,Parking,10877.0,,100.0,21.0,22.29999924,41.59999847,44.40000153,1076733.25,1147752.25,0.0,141022.2969,481168.0,5955.649902,595565.0,False,,Compliant,,34.98,0.56
20153,2016,Multifamily LR (1-4),Low-Rise Multifamily,Cambridge Court Condominiums,9512 1st Avenue NE,Seattle,WA,98115.0,1310450000,5,NORTH,47.69799,-122.3282,1982,1.0,4,41664,0,41664,Multifamily Housing,Multifamily Housing,41644.0,,,,,,81.0,22.89999962,24.60000038,71.80000305,77.30000305,952895.625,1024789.0,0.0,279277.6875,952895.0,0.0,0.0,False,,Compliant,,6.64,0.16
20160,2016,NonResidential,Residence Hall,Sigma Kappa Corp,4510 22nd Ave NE,Seattle,WA,98105.0,1321300090,4,NORTHEAST,47.66159,-122.30441,1930,1.0,3,20960,0,20960,Residence Hall/Dormitory,Residence Hall/Dormitory,20960.0,,,,,,,71.59999847,79.5,107.9000015,117.5999985,1500309.75,1667310.5,0.0,96365.70313,328800.0,11715.09961,1171510.0,False,,Compliant,,64.51,3.08
20162,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Gethsemane Condo Association,911 / 919 Stewart St,Seattle,WA,98101.0,2748000000,7,DOWNTOWN,47.61562,-122.3339,2012,1.0,7,67403,0,67403,"Multifamily Housing, Office, Other, Other - Lodging/Residential, Worship Facility",Multifamily Housing,36729.0,Worship Facility,12690.0,Other - Lodging/Residential,11810.0,,,79.59999847,86.40000153,140.3999939,147.5,5364026.0,5821140.5,0.0,537281.375,1833204.0,35308.21875,3530822.0,False,,Compliant,,200.3,2.97
20163,2016,Multifamily HR (10+),High-Rise Multifamily,Aspira (Seattle) - Municipal Benchmarking Account,1823 TERRY AVE,Seattle,WA,98101.0,0660001170,7,DOWNTOWN,47.61589,-122.33342,2008,1.0,37,517164,0,517164,"Multifamily Housing, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Multifamily Housing,414331.0,Parking,108300.0,"Personal Services (Health/Beauty, Dry Cleaning, etc)",4258.0,20152014,90.0,25.20000076,25.20000076,73.80000305,73.80000305,10593982.0,10593982.0,0.0,2792774.0,9528945.0,10650.36133,1065036.0,False,,Compliant,,122.99,0.24
20164,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Julie Apartments,1922 9th Ave,Seattle,WA,98101.0,0660001235,7,DOWNTOWN,47.61631,-122.33518,1929,1.0,5,30180,0,30180,"Multifamily Housing, Office, Other",Multifamily Housing,36050.0,Other,1500.0,Office,450.0,,,58.59999847,62.79999924,107.8000031,112.1999969,2228675.5,2386365.75,0.0,246370.9063,840618.0,13880.58008,1388058.0,False,,Compliant,,79.58,2.64
20166,2016,NonResidential,University,Beebe,2014 9TH AVE,Seattle,WA,98121.0,0660001305,7,DOWNTOWN,47.61679,-122.33619,1910,1.0,3,28800,0,28800,College/University,College/University,28800.0,,,,,,,24.89999962,26.89999962,72.80000305,77.19999695,717056.375,773795.625,0.0,188260.9063,642346.0,747.0999756,74710.0,False,,Compliant,,8.45,0.29
20167,2016,NonResidential,K-12 School,Ninth & Lenora Building,2030 9th Avenue,Seattle,WA,98121.0,0660001310,7,DOWNTOWN,47.61718,-122.33654,1957,1.0,2,21600,0,21600,K-12 School,K-12 School,21600.0,,,,,,72.0,58.40000153,65.5,120.3000031,127.8000031,1261536.75,1415640.0,0.0,178699.7969,609724.0,6518.130371,651813.0,False,,Compliant,,38.87,1.8
20168,2016,NonResidential,K-12 School,Spruce Street School,914 Virginia St.,Seattle,WA,98101.0,0660001365,7,DOWNTOWN,47.61687,-122.33533,1995,1.0,3,22860,0,22860,K-12 School,K-12 School,22860.0,,,,,,43.0,40.70000076,43.29999924,127.9000015,136.1000061,931148.625,990507.3125,0.0,272904.0,931148.0,0.0,0.0,False,,Compliant,,6.49,0.28
20169,2016,Multifamily LR (1-4),Low-Rise Multifamily,Bowdoin Place Condominium,3901 Fremont Ave N,Seattle,WA,98103.0,1004500000,6,LAKE UNION,47.65434,-122.35044,1990,1.0,4,25490,0,25490,"Multifamily Housing, Parking",Multifamily Housing,25490.0,Parking,9300.0,,,,80.0,27.39999962,29.20000076,85.90000153,91.69999695,697397.875,744687.3125,0.0,204395.5938,697398.0,0.0,0.0,False,,Compliant,,4.86,0.19
20170,2016,Multifamily MR (5-9),Mid-Rise Multifamily,The Station at Othello Park,4219 South Othello Street,Seattle,WA,98118.0,1005000168,2,SOUTHEAST,47.53691,-122.27984,2010,1.0,7,387971,0,387971,"Multifamily Housing, Restaurant, Retail Store",Multifamily Housing,387971.0,Retail Store,12368.0,Restaurant,4878.0,,77.0,26.20000076,27.10000038,61.09999847,63.40000153,10614234.0,10984338.0,0.0,1910361.5,6518153.0,40960.79688,4096080.0,False,,Compliant,,262.98,0.68
20179,2016,Multifamily LR (1-4),Low-Rise Multifamily,Lewison Place Apartments,4740 40th AVE NE,Seattle,WA,98105.0,1025049103,4,NORTHEAST,47.66415,-122.28447,1966,1.0,3,25137,0,25137,Multifamily Housing,Multifamily Housing,25137.0,,,,,,,30.5,32.5,95.80000305,102.0999985,767297.8125,817703.125,0.0,224882.0938,767298.0,0.0,0.0,False,,Compliant,,5.35,0.21
20182,2016,NonResidential,Worship Facility,St. Bridget Church,4900 NE 50th St.,Seattle,WA,98105.0,1025049150,4,NORTHEAST,47.66516,-122.2738,1972,1.0,1,26366,0,26366,"Parking, Worship Facility",Worship Facility,26386.0,Parking,0.0,,,,88.0,33.70000076,37.79999924,61.0,65.30000305,888031.875,996850.0,0.0,94900.89844,323802.0,5642.299805,564230.0,False,,Compliant,,32.22,1.22
20186,2016,Multifamily LR (1-4),Low-Rise Multifamily,Bradford Court Condominiums,3022 SW Bradford St.,Seattle,WA,98126.0,1029900000,1,SOUTHWEST,47.56937,-122.37183,1992,0.0,4,31236,0,31236,Multifamily Housing,Multifamily Housing,31236.0,,,,,,76.0,29.39999962,30.70000076,92.19999695,96.5,917194.625,959916.8125,0.0,268814.3125,917194.0,0.0,0.0,False,,Compliant,,6.39,0.2
20187,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Braeburn Condo HOA,1410 E Pine St,Seattle,WA,98122.0,1036600000,3,EAST,47.61565,-122.3135,2005,1.0,7,140759,0,140759,"Multifamily Housing, Parking",Multifamily Housing,140759.0,Parking,61200.0,,,,91.0,30.10000038,31.89999962,82.19999695,85.69999695,4230514.0,4496901.0,0.0,1000181.5,3412619.0,8178.94043,817894.0,False,,Compliant,,67.23,0.48
20188,2016,Multifamily LR (1-4),Low-Rise Multifamily,Brandon Court,2401 SW Brandon St,Seattle,WA,98106.0,1041400000,1,DELRIDGE,47.5536,-122.36338,1999,1.0,3,27119,0,27119,Multifamily Housing,Multifamily Housing,22153.0,,,,,,,26.89999962,28.29999924,84.5,88.90000153,596242.1875,627235.6875,0.0,174748.5938,596242.0,0.0,0.0,False,,Compliant,,4.16,0.15
20197,2016,NonResidential,Worship Facility,Sephardic Bikur Holim Congregation,6500 52nd Avenue South,Seattle,WA,98118.0,1102000351,2,SOUTHEAST,47.54362,-122.2667,1965,1.0,2,21732,0,21732,Worship Facility,Worship Facility,21732.0,,,,,,2.0,39.59999847,43.40000153,87.69999695,91.59999847,860364.1875,942745.6875,0.0,140433.5,479159.0,3812.049805,381205.0,False,,Compliant,,23.59,1.09
20198,2016,Multifamily LR (1-4),Low-Rise Multifamily,Garden Court Apartments,6334 Rainier Avenue South,Seattle,WA,98118.0,1105000105,2,SOUTHEAST,47.54557,-122.27438,1961,1.0,3,43752,0,43752,Multifamily Housing,Multifamily Housing,43752.0,,,,,,32.0,34.20000076,36.40000153,107.5,114.4000015,1497496.5,1594122.125,0.0,438891.0938,1497496.0,0.0,0.0,True,,Error - Correct Default Data,,10.44,0.24
20199,2016,Multifamily LR (1-4),Low-Rise Multifamily,Graham Place Apartments,4601 South Graham Street,Seattle,WA,98118.0,1105000115,2,SOUTHEAST,47.5459,-122.27507,1968,1.0,3,60270,0,60270,"Multifamily Housing, Non-Refrigerated Warehouse, Parking, Residence Hall/Dormitory",Multifamily Housing,53285.0,Parking,2000.0,Non-Refrigerated Warehouse,525.0,,,25.10000038,26.29999924,78.80000305,82.5,1359764.875,1424020.625,0.0,398524.1875,1359765.0,0.0,0.0,False,,Compliant,,9.48,0.16
20201,2016,Multifamily LR (1-4),Low-Rise Multifamily,The Brighton,6727 Rainier Ave S,Seattle,WA,98118.0,1105000460,2,SOUTHEAST,47.54163,-122.27358,1968,1.0,4,160561,0,160561,Multifamily Housing,Multifamily Housing,160561.0,,,,,,91.0,36.70000076,39.79999924,65.09999847,68.80000305,5885427.5,6396446.0,0.0,599500.8125,2045497.0,38399.30469,3839930.0,False,,Compliant,,218.2,1.36
20207,2016,Multifamily LR (1-4),Low-Rise Multifamily,Myrtle Street Apartments,7020 Rainier Ave S,Seattle,WA,98118.0,1105000900,2,SOUTHEAST,47.53928,-122.27045,1969,1.0,4,34678,0,34678,Multifamily Housing,Multifamily Housing,34678.0,,,,,,43.0,32.5,34.09999847,102.1999969,107.0,1128208.125,1181549.625,0.0,330658.8125,1128208.0,0.0,0.0,False,,Compliant,,7.87,0.23
20209,2016,Multifamily LR (1-4),Low-Rise Multifamily,FUL- Brittany House Condos,3721 27th Pl W,Seattle,WA,98199.0,1116500000,7,MAGNOLIA / QUEEN ANNE,47.65388,-122.39196,1977,1.0,4,22394,0,22394,"Multifamily Housing, Parking",Multifamily Housing,22394.0,Parking,5110.0,,,,74.0,33.20000076,35.20000076,104.4000015,110.6999969,744244.6875,789306.3125,0.0,218125.5938,744245.0,0.0,0.0,False,,Compliant,,5.19,0.23
20210,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Brix Condominium,530 Broadway Ave E,Seattle,WA,98102.0,1117050000,3,EAST,47.62379405,-122.3201913,2007,1.0,6,145812,0,145812,"Medical Office, Multifamily Housing, Office, Parking, Restaurant",Multifamily Housing,117242.0,Parking,23500.0,Restaurant,4846.0,,,45.79999924,47.59999847,101.8000031,105.3000031,5707529.5,5932130.0,0.0,937505.6875,3198769.0,25087.59961,2508760.0,False,,Compliant,,155.54,1.07
20211,2016,NonResidential,Mixed Use Property,Miller-Barringham Building,2417 NW Market ST,Seattle,WA,98107.0,1125039009,6,BALLARD,47.66835,-122.38886,1945,1.0,1,21060,0,21060,"Non-Refrigerated Warehouse, Office, Other, Retail Store",Non-Refrigerated Warehouse,10495.0,Retail Store,10240.0,Office,1890.0,,,14.30000019,15.60000038,37.09999847,39.29999924,350264.5938,380806.5938,0.0,75667.5,258178.0,920.8699951,92087.0,False,,Compliant,,6.69,0.32
20212,2016,NonResidential,Mixed Use Property,Market Street Holdings,2401 NW Market St,Seattle,WA,98107.0,1125039011,6,BALLARD,47.6684,-122.38788,1960,1.0,4,20539,0,20539,"Medical Office, Multifamily Housing, Office, Restaurant, Retail Store",Retail Store,7387.0,Multifamily Housing,5264.0,Restaurant,3700.0,,,81.0,81.80000305,198.3999939,199.3000031,1678458.75,1695247.625,0.0,329257.5,1123427.0,5550.319824,555032.0,False,,Compliant,,37.31,1.82
20217,2016,SPS-District K-12,K-12 School,Sand Point Elementary,6208 60TH AVE NE,Seattle,WA,98115.0,1125049134,4,NORTHEAST,47.67365,-122.26293,1958,1.0,1,38624,0,38624,K-12 School,K-12 School,41408.0,,,,,,83.0,34.40000153,37.79999924,76.40000153,81.19999695,1424157.25,1564929.125,0.0,234116.2031,798804.0,6253.524414,625352.0,True,,Error - Correct Default Data,,38.78,1.0
20222,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Broadway Plaza Condominiums,116 11th Avenue E.,Seattle,WA,98102.0,1131000000,3,EAST,47.61927,-122.31786,1985,1.0,5,22874,0,22874,Multifamily Housing,Multifamily Housing,22874.0,,,,,,,26.29999924,27.70000076,82.59999847,87.0,601813.125,633873.875,0.0,176381.2969,601813.0,0.0,0.0,False,,Compliant,,4.2,0.18
20223,2016,Multifamily LR (1-4),Low-Rise Multifamily,White Heather Apartments,12556 15th Ave NE,Seattle,WA,98125.0,1133000220,5,NORTH,47.72098,-122.31228,1965,1.0,3,21469,0,21469,Multifamily Housing,Multifamily Housing,21469.0,,,,,,77.0,23.79999924,25.10000038,74.69999695,78.90000153,510528.5,539732.375,0.0,149627.2969,510528.0,0.0,0.0,False,,Compliant,,3.56,0.17
20224,2016,Multifamily LR (1-4),Low-Rise Multifamily,Pinehurst Court,12702 15th Ave NE,Seattle,WA,98125.0,1133000225,5,NORTH,47.72142,-122.31203,1984,1.0,4,50252,0,50252,Multifamily Housing,Multifamily Housing,50252.0,,,,,,31.0,38.40000153,40.70000076,120.5,127.8000031,1928562.0,2044956.25,0.0,565229.125,1928562.0,0.0,0.0,False,,Compliant,,13.44,0.27
20228,2016,Multifamily LR (1-4),Low-Rise Multifamily,Arragun Apartments,10757 Greenwood Ave N,Seattle,WA,98133.0,1139000105,5,NORTHWEST,47.70847,-122.35593,1978,1.0,3,22824,0,22824,"Multifamily Housing, Parking",Multifamily Housing,20480.0,Parking,2344.0,,,,42.0,29.0,30.5,91.09999847,95.80000305,593953.375,625007.125,0.0,174077.7969,593953.0,0.0,0.0,False,,Compliant,,4.14,0.18
20230,2016,Multifamily LR (1-4),Low-Rise Multifamily,Northpark Village,10545 Greenwood Ave. North,Seattle,WA,98133.0,1139000990,5,NORTHWEST,47.7064,-122.35574,1988,1.0,3,57338,0,57338,"Multifamily Housing, Parking",Multifamily Housing,43180.0,Parking,14208.0,,,,87.0,27.0,28.39999962,84.90000153,89.09999847,1168017.75,1224890.25,0.0,342326.4063,1168018.0,0.0,0.0,False,,Compliant,,8.14,0.14
20232,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Malloy,4337 15th Ave NE,Seattle,WA,98125.0,1142000015,4,NORTHEAST,47.66085,-122.31244,1928,1.0,8,93502,0,93502,Multifamily Housing,Multifamily Housing,93502.0,,,,,,91.0,34.09999847,36.29999924,75.40000153,81.40000153,3185005.75,3392243.75,0.0,519881.0,1773834.0,14111.7168,1411172.0,False,,Compliant,,87.31,0.93
