OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Location,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,Seattle Police Department Micro Community Policing Plan Areas,City Council Districts,SPD Beats,Zip Codes
339,2015,NonResidential,Small- and Mid-Sized Office,BRODERICK BUILDING,939000130,"{'latitude': '47.60260831', 'longitude': '-122.33300887', 'human_address': '{""address"": ""615 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1900,1,7.0,89550,0,89550,"Office, Retail Store, Social/Meeting Hall",Office,64712.0,Retail Store,10058.0,Social/Meeting Hall,7030.0,,81.0,50.3,54.1,150.4,159.8,4112006.0,4425113.0,312366.0,1113611.0,3799798.0,0.0,0.0,0.0,50.6,0.38,No,,Compliant,,,14.0,,19.0,18379
340,2015,NonResidential,Small- and Mid-Sized Office,PIONEER BUILDING,939000150,"{'latitude': '47.60188691', 'longitude': '-122.33410075', 'human_address': '{""address"": ""600 1ST AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1900,1,6.0,89355,0,89355,"Office, Retail Store",Office,82355.0,Retail Store,7000.0,,,,55.0,53.1,53.4,164.6,164.9,4742636.0,4767764.0,0.0,1364084.0,4654448.0,884.0,88380.0,0.0,37.14,0.19,No,,Compliant,,,14.0,,19.0,18379
341,2015,NonResidential,Large Office,DEXTER HORTON BUILDING,939000260,"{'latitude': '47.60349737', 'longitude': '-122.33226722', 'human_address': '{""address"": ""710 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1922,1,15.0,388934,0,388934,Office,Office,388934.0,,,,,"2015, 2014, 2012, 2011, 2009",84.0,52.2,52.2,159.2,159.2,20309614.0,20309614.0,957322.0,5671833.0,19353098.0,0.0,0.0,0.0,208.81,0.32,No,,Compliant,,,14.0,,19.0,18379
342,2015,NonResidential,Large Office,EXCHANGE BUILDING,939000335,"{'latitude': '47.60402644', 'longitude': '-122.33430506', 'human_address': '{""address"": ""821 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1929,1,22.0,384302,0,384302,"Convenience Store without Gas Station, Food Service, Office",Office,348969.0,Convenience Store without Gas Station,4181.0,Food Service,1437.0,"2012, 2009, 2008",98.0,27.8,27.8,87.3,87.3,9861998.0,9861998.0,0.0,2890386.0,9862406.0,0.0,0.0,0.0,68.75,0.07,No,,Compliant,,,14.0,,19.0,18379
343,2015,NonResidential,Large Office,NORTON BUILDING,939000355,"{'latitude': '47.60390362', 'longitude': '-122.33424932', 'human_address': '{""address"": ""801 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1958,1,17.0,378525,84600,293925,"Office, Parking, Restaurant",Office,236827.0,Parking,83311.0,Restaurant,14679.0,,68.0,101.3,104.5,242.9,240.7,25476332.0,26291068.0,9756039.0,4607354.0,15720944.0,0.0,0.0,0.0,862.64,2.1,No,,Compliant,,,14.0,,19.0,18379
345,2015,NonResidential,Large Office,999 THIRD AVE,939000435,"{'latitude': '47.60523404', 'longitude': '-122.33465706', 'human_address': '{""address"": ""999 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1983,1,47.0,1323055,0,1323055,"Office, Parking, Restaurant",Office,1011135.0,Parking,272682.0,Restaurant,37595.0,,93.0,43.0,45.1,134.6,141.3,45074876.0,47306916.0,0.0,13163170.0,44914600.0,1621.0,162130.0,0.0,321.72,0.1,No,,Compliant,,,14.0,,19.0,18379
346,2015,NonResidential,Large Office,1000 2ND AVENUE BUILDING,939000475,"{'latitude': '47.60533104', 'longitude': '-122.33503955', 'human_address': '{""address"": ""1000 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1986,1,41.0,589921,129432,460489,"Office, Parking, Pre-school/Daycare",Office,485296.0,Parking,92787.0,Pre-school/Daycare,10290.0,"2016, 2015",82.0,52.9,52.9,166.1,166.1,26208138.0,26208138.0,0.0,7681166.0,26209226.0,0.0,0.0,0.0,182.71,0.12,No,,Compliant,,,14.0,,19.0,18379
347,2015,NonResidential,Small- and Mid-Sized Office,FEDERAL RESERVE BUILDING,939000520,"{'latitude': '47.60537505', 'longitude': '-122.3356282', 'human_address': '{""address"": ""1015 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1950,1,6.0,91091,1392,89699,"Office, Parking",Office,89699.0,Parking,1392.0,,,,,26.5,26.5,70.0,70.0,2373031.0,2373031.0,604443.0,518344.0,1768662.0,0.0,0.0,0.0,58.99,0.56,No,,Compliant,,,14.0,,19.0,18379
348,2015,NonResidential,Large Office,1101 SECOND AVE OFFICE BUILDING,942000025,"{'latitude': '47.60571018', 'longitude': '-122.33639455', 'human_address': '{""address"": ""1101 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1968,1,8.0,157941,62993,94948,"Office, Parking",Office,84838.0,Parking,15401.0,,,2016,89.0,37.2,37.2,116.9,116.9,3157579.0,3157579.0,0.0,925433.0,3157710.0,0.0,0.0,0.0,22.01,0.05,No,,Compliant,,,14.0,,19.0,18081
349,2015,NonResidential,Large Office,2ND & SENECA BLDS,942000030,"{'latitude': '47.60611343', 'longitude': '-122.33672333', 'human_address': '{""address"": ""1191 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1991,1,29.0,635303,197231,438072,"Convenience Store without Gas Station, Office, Parking",Office,522667.0,Parking,194435.0,Convenience Store without Gas Station,8842.0,"2016, 2015, 2014, 2013, 2011, 2010, 2009, 2007, 2000",97.0,34.5,35.8,107.8,111.7,18350766.0,19046346.0,162514.0,5330672.0,18189008.0,0.0,0.0,0.0,139.34,0.1,No,,Compliant,,,14.0,,19.0,18081
350,2015,NonResidential,Large Office,SECOND AND SPRING BUILDING,942000045,"{'latitude': '47.60601562', 'longitude': '-122.33569636', 'human_address': '{""address"": ""1100 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1958,1,6.0,172842,25920,146922,"Data Center, Office, Parking",Office,92310.0,Data Center,39336.0,Parking,25000.0,,,312.1,315.1,955.2,958.3,41092076.0,41478400.0,0.0,11583460.0,39524406.0,15693.0,1569312.0,0.0,358.88,1.09,No,,Compliant,High Outlier,,14.0,,19.0,18081
351,2015,NonResidential,Large Office,1111 3RD AVE BUILDING,942000050,"{'latitude': '47.60619421', 'longitude': '-122.33526667', 'human_address': '{""address"": ""1111 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1980,1,34.0,776762,162604,614158,"Office, Parking",Office,606050.0,Parking,154947.0,,,"2016, 2009, 2008",77.0,49.7,49.8,155.6,155.7,30135280.0,30180428.0,0.0,8790362.0,29993960.0,1426.0,142563.0,0.0,216.66,0.11,No,,Compliant,,,14.0,,19.0,18081
352,2015,NonResidential,Large Office,ABRAHAM LINCOLN BUILDING,942000140,"{'latitude': '47.60668182', 'longitude': '-122.33452606', 'human_address': '{""address"": ""1110 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1972,1,14.0,186768,23775,162993,"Data Center, Office, Parking",Office,182540.0,Parking,33671.0,Data Center,240.0,"2016, 2014, 2012",95.0,53.1,55.6,143.9,146.1,9700372.0,10171258.0,2148584.0,2213303.0,7552103.0,0.0,0.0,0.0,218.49,1.0,No,,Compliant,,,14.0,,19.0,18081
353,2015,NonResidential,Large Office,SAFECO PLAZA / 1001 FOURTH AVENUE,942000300,"{'latitude': '47.60633748', 'longitude': '-122.33369209', 'human_address': '{""address"": ""1001 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1969,1,49.0,1123435,368980,754455,"Financial Office, Food Sales, Office, Other, Parking",Office,808980.0,Parking,232248.0,Other,30329.0,"2016, 2015, 2014, 2012, 2008",88.0,55.0,59.6,152.9,161.1,47148456.0,51103256.0,0.0,11429570.0,38999312.0,81508.0,8150777.0,0.0,704.76,0.48,No,,Compliant,,,14.0,,19.0,17923
354,2015,NonResidential,Large Office,FOURTH & MADISON ( IDX TOWER),942000345,"{'latitude': '47.60566548', 'longitude': '-122.33261347', 'human_address': '{""address"": ""925 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,2002,1,37.0,1052469,164420,888049,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Office,763260.0,Parking,185581.0,Financial Office,103478.0,"2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007, 2006, 2005, 2004",93.0,46.8,46.8,146.9,146.9,41655852.0,41655852.0,0.0,12208630.0,41657575.0,0.0,0.0,0.0,290.4,0.11,No,,Compliant,,,14.0,,19.0,18379
355,2015,NonResidential,Large Office,901 FIFTH AVENUE,942000365,"{'latitude': '47.60605613', 'longitude': '-122.33178821', 'human_address': '{""address"": ""901 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1973,1,42.0,617684,171500,446184,,,,,,,,,79.0,62.5,65.2,187.6,194.5,37527176.0,39156264.0,2668771.0,10216410.0,34859838.0,0.0,0.0,0.0,449.01,0.48,No,,Compliant,,,14.0,,19.0,17926
356,2015,NonResidential,Large Office,CENTRAL BUILDING,942000550,"{'latitude': '47.60504384', 'longitude': '-122.33274356', 'human_address': '{""address"": ""810 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1907,1,8.0,201480,0,201480,"Non-Refrigerated Warehouse, Office, Retail Store",Office,161762.0,Retail Store,29094.0,Non-Refrigerated Warehouse,10624.0,,88.0,48.3,53.3,136.2,146.9,9734582.0,10742509.0,1609624.0,2381289.0,8125295.0,0.0,0.0,0.0,180.89,0.72,No,,Compliant,,,14.0,,19.0,18379
357,2015,Nonresidential COS,Large Office,SEATTLE MUNICIPAL TOWER,942000720,"{'latitude': '47.60491077', 'longitude': '-122.32891587', 'human_address': '{""address"": ""700 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",3,DOWNTOWN,1990,1,63.0,1195387,159600,1035787,"Office, Other, Parking",Office,1187924.0,Parking,159599.0,Other,18656.0,"2014, 2013, 2011, 2010, 2009, 2008, 2007",82.0,53.6,54.6,168.4,171.3,64715652.0,65842744.0,0.0,18960680.0,64696526.0,218.0,21804.0,0.0,452.16,0.15,No,,Compliant,,,14.0,,19.0,18379
358,2015,Nonresidential COS,Large Office,SEATTLE JUSTICE CENTER,942000750,"{'latitude': '47.60403674', 'longitude': '-122.32877322', 'human_address': '{""address"": ""610 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",3,DOWNTOWN,2001,1,14.0,310490,0,310490,"Data Center, Office, Other",Office,269284.0,Other,28394.0,Data Center,600.0,,,73.0,76.2,194.4,194.1,21781324.0,22725482.0,0.0,4922438.0,16796056.0,49860.0,4985965.0,0.0,381.89,1.0,No,,Compliant,,,14.0,,19.0,18379
359,2015,Nonresidential COS,Large Office,CITY HALL,942000810,"{'latitude': '47.60363382', 'longitude': '-122.32999251', 'human_address': '{""address"": ""600 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,2003,1,8.0,199530,30660,168870,"Office, Other, Parking, Restaurant",Office,160418.0,Parking,18590.0,Other,17480.0,,70.0,73.0,79.2,176.8,179.3,13172813.0,14294092.0,0.0,2536510.0,8654931.0,45182.0,4518239.0,0.0,300.3,1.32,No,,Compliant,,,14.0,,19.0,18379
360,2015,NonResidential,Large Office,CHINOOK BLDG - KING COUNTY,942001105,"{'latitude': '47.60213517', 'longitude': '-122.32847035', 'human_address': '{""address"": ""401 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,2006,1,13.0,372242,52703,319539,Office,Office,372242.0,,,,,,98.0,40.5,40.7,111.5,108.3,15083332.0,15134162.0,0.0,3601225.0,12287890.0,27960.0,2795954.0,0.0,234.15,0.49,No,,Compliant,,,14.0,,22.0,18379
361,2015,NonResidential,Large Office,YESLER BUILDING - KING COUNTY,942001150,"{'latitude': '47.60185187', 'longitude': '-122.32859693', 'human_address': '{""address"": ""400 YESLER WAY"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1909,1,7.0,114395,8296,106099,Office,Office,96582.0,,,,,,98.0,32.1,35.6,78.4,82.1,3098638.0,3436894.0,0.0,605927.0,2067509.0,10312.0,1031215.0,0.0,69.18,0.53,No,,Compliant,,,14.0,,22.0,18379
363,2015,NonResidential,Retail Store,UNIVERSITY BOOK STORE,1142000075,"{'latitude': '47.6605111', 'longitude': '-122.3128304', 'human_address': '{""address"": ""4326 UNIVERSITY WAY NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98105""}'}",4,NORTHEAST,1978,1,2.0,89200,0,89200,Retail Store,Retail Store,89200.0,,,,,,83.0,70.5,70.8,206.4,202.1,6289567.0,6316094.0,0.0,1655691.0,5649452.0,6403.0,640348.0,0.0,73.39,0.55,Yes,,Compliant,,,60.0,,38.0,18383
366,2015,NonResidential,Small- and Mid-Sized Office,UNIVERSITY DISTRICT BUILDING,1142000500,"{'latitude': '47.66095645', 'longitude': '-122.3162654', 'human_address': '{""address"": ""1107 NE 45TH ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98105""}'}",4,NORTHEAST,1961,1,5.0,99005,0,99005,,,,,,,,,63.0,73.1,85.7,151.3,162.8,5814165.0,6821411.0,0.0,831311.0,2836552.0,29777.0,2977731.0,0.0,177.92,1.67,No,,Compliant,,,60.0,,38.0,18383
367,2015,NonResidential,Large Office,4311 11th Avenue NE,1142000530,"{'latitude': '47.66044059', 'longitude': '-122.3169435', 'human_address': '{""address"": ""4311 11TH AVE NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98105""}'}",4,NORTHEAST,2002,1,6.0,135051,44248,90803,"Office, Parking",Office,95943.0,Parking,42500.0,,,"2016, 2015, 2014, 2013, 2011, 2008",92.0,42.0,42.0,131.8,131.8,4025787.0,4025787.0,0.0,1179832.0,4025754.0,2.0,200.0,0.0,28.07,0.08,No,,Compliant,,,60.0,,38.0,18383
368,2015,NonResidential,Large Office,4300 ROOSEVELT,1142000550,"{'latitude': '47.66053047', 'longitude': '-122.3174071', 'human_address': '{""address"": ""4300 ROOSEVELT WAY NE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98105""}'}",4,NORTHEAST,2002,1,5.0,220649,82720,137929,"Office, Parking",Office,145754.0,Parking,90000.0,,,"2016, 2015, 2014, 2013, 2008",93.0,43.2,43.2,135.7,135.7,6299357.0,6299357.0,0.0,1846236.0,6299619.0,0.0,0.0,0.0,43.92,0.08,No,,Compliant,,,60.0,,38.0,18383
369,2015,NonResidential,"Self-Storage Facility
",SEATTLE VAULT SELF STORAGE,660001580,"{'latitude': '47.61564776', 'longitude': '-122.33229386', 'human_address': '{""address"": ""1800 TERRY AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1964,1,5.0,93660,0,93660,Self-Storage Facility,Self-Storage Facility,93660.0,,,,,,,8.9,9.8,28.0,30.9,836348.0,921436.0,0.0,245120.0,836382.0,0.0,0.0,0.0,5.83,0.02,No,,Compliant,,,56.0,,7.0,18081
370,2015,NonResidential,Large Office,METROPOLITAN PARK I  (WEST) OFFICE BLDG,660002054,"{'latitude': '47.61647081', 'longitude': '-122.330698', 'human_address': '{""address"": ""1100 OLIVE WAY"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1980,1,18.0,413715,64660,349055,"Office, Parking",Office,348270.0,Parking,69634.0,,,"2016, 2015, 2013, 2012, 2010",82.0,66.6,66.7,208.3,208.4,23179128.0,23219110.0,0.0,6761067.0,23069718.0,1104.0,110365.0,0.0,166.68,0.16,No,,Compliant,,,56.0,,10.0,18081
371,2015,NonResidential,Large Office,METROPOLITAN PARK NORTH BUILDING,660002381,"{'latitude': '47.61788951', 'longitude': '-122.33127667', 'human_address': '{""address"": ""1220 HOWELL ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,2000,1,11.0,381381,195621,185760,"Fitness Center/Health Club/Gym, Office",Office,164192.0,Fitness Center/Health Club/Gym,37782.0,,,,85.0,48.5,48.7,151.1,151.3,9796649.0,9831408.0,0.0,2837082.0,9680526.0,1165.0,116524.0,0.0,73.67,0.08,No,,Compliant,,,56.0,,10.0,18081
372,2015,NonResidential,Large Office,METROPOLITAN PARK EAST,660002410,"{'latitude': '47.6166018', 'longitude': '-122.32990312', 'human_address': '{""address"": ""1730 MINOR AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1988,1,20.0,497513,118744,378769,"Office, Parking",Office,367623.0,Parking,114510.0,,,"2015, 2013, 2012, 2010",73.0,70.5,67.6,220.2,211.2,25909504.0,24850520.0,0.0,7536860.0,25716834.0,1937.0,193737.0,0.0,189.56,0.16,No,,Compliant,,,56.0,,10.0,18081
373,2015,NonResidential,Large Office,FOURTH & BLANCHARD BUILDING,694000205,"{'latitude': '47.61420011', 'longitude': '-122.34223589', 'human_address': '{""address"": ""2101 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1979,1,24.0,543876,116721,427155,"Office, Parking",Office,432841.0,Parking,98503.0,,,,76.0,59.7,62.2,187.5,195.5,25840362.0,26942314.0,0.0,7573377.0,25841435.0,0.0,0.0,0.0,180.14,0.13,No,,Compliant,,,56.0,,9.0,19576
374,2015,NonResidential,Mixed Use Property,DENDREON,695000135,"{'latitude': '47.61799869', 'longitude': '-122.35459499', 'human_address': '{""address"": ""3005 1ST AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1980,1,4.0,104197,38700,65497,"Laboratory, Office, Parking",Laboratory,42389.0,Parking,38700.0,Office,28258.0,,,99.1,103.4,293.8,307.3,7004126.0,7308270.0,0.0,1879337.0,6412564.0,5918.0,591829.0,0.0,76.13,0.47,No,,Compliant,,,5.0,,9.0,18390
375,2015,NonResidential,Large Office,THIRD AND BROAD BLDG,695000335,"{'latitude': '47.61836011', 'longitude': '-122.35263651', 'human_address': '{""address"": ""2901 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1982,1,6.0,396626,124216,272410,"Office, Parking",Office,283267.0,Parking,113359.0,,,,66.0,72.8,71.5,228.7,224.5,20630168.0,20248772.0,0.0,6046356.0,20631023.0,0.0,0.0,0.0,143.82,0.14,No,,Compliant,,,5.0,,9.0,19576
376,2015,NonResidential,Large Office,5TH & BELL BUILDING,696000175,"{'latitude': '47.61605453', 'longitude': '-122.34371185', 'human_address': '{""address"": ""2301 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,2002,1,6.0,287471,83591,203880,,,,,,,,,80.0,65.3,65.3,196.3,196.3,13010612.0,13010612.0,0.0,3568590.0,12176535.0,8346.0,834582.0,0.0,129.21,0.27,No,,Compliant,,,56.0,,7.0,19576
377,2015,NonResidential,Large Office,SIXTH & WALL BUILDING (FORMER GROUP HEALTH),697000064,"{'latitude': '47.61778529', 'longitude': '-122.34439698', 'human_address': '{""address"": ""521 WALL ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1947,1,3.0,192630,48512,144118,"Office, Parking",Office,141366.0,Parking,48199.0,,,2007,,37.1,38.6,116.3,121.1,5240296.0,5457108.0,0.0,1533929.0,5233983.0,65.0,6530.0,0.0,36.83,0.07,No,,Compliant,,,56.0,,7.0,19576
379,2015,NonResidential,Large Office,3101 WESTERN (FORMERLY AIRBORNE BLDG),698000040,"{'latitude': '47.61797602', 'longitude': '-122.35649532', 'human_address': '{""address"": ""3101 WESTERN AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98121""}'}",7,DOWNTOWN,1984,1,8.0,253103,61986,191117,"Laboratory, Office, Other, Parking",Office,163754.0,Parking,65117.0,Other,21782.0,2010,17.0,117.3,117.3,368.3,368.3,22388122.0,22388122.0,0.0,6561583.0,22389051.0,0.0,0.0,0.0,156.08,0.24,No,,Compliant,,,5.0,,9.0,19576
381,2015,NonResidential,Supermarket/Grocery Store,QUALITY FOOD CENTER (QFC) (OLD ART'S SHOPPING CENT,767000060,"{'latitude': '47.70184827', 'longitude': '-122.36437781', 'human_address': '{""address"": ""9999 HOLMAN RD NW"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98177""}'}",6,NORTHWEST,1956,1,1.0,60880,0,60880,Supermarket/Grocery Store,Supermarket/Grocery Store,61666.0,,,,,,60.0,216.0,213.6,505.3,497.7,13320624.0,13172196.0,0.0,2407967.0,8216324.0,51046.0,5104640.0,0.0,328.38,4.81,No,,Compliant,,,23.0,,32.0,18229
382,2015,NonResidential,Small- and Mid-Sized Office,COLLINS BUILDING,939000025,"{'latitude': '47.60227966', 'longitude': '-122.33202362', 'human_address': '{""address"": ""520 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1900,1,5.0,50176,0,50176,"Office, Other, Restaurant",Office,29070.0,Other,8329.0,Restaurant,4253.0,,,72.8,72.8,228.7,228.7,3033340.0,3033340.0,0.0,889021.0,3033466.0,0.0,0.0,0.0,21.15,0.16,No,,Compliant,,,14.0,,20.0,18379
383,2015,NonResidential,Large Office,SMITH TOWER,939000060,"{'latitude': '47.60188155', 'longitude': '-122.33206429', 'human_address': '{""address"": ""506 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1912,1,42.0,304346,0,304346,"Office, Other - Restaurant/Bar, Retail Store, Single Family Home",Office,277397.0,Retail Store,8429.0,Other - Restaurant/Bar,7518.0,,82.0,66.3,75.8,141.9,151.9,19609472.0,22418644.0,1002406.0,2971776.0,10140121.0,84674.0,8467367.0,0.0,597.76,1.82,No,,Compliant,,,14.0,,20.0,18379
384,2015,NonResidential,Non-Refrigerated Warehouse,BUNGE FOODS,1800113,"{'latitude': '47.54032619', 'longitude': '-122.33015747', 'human_address': '{""address"": ""6901 FOX AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98108""}'}",2,GREATER DUWAMISH,1977,1,1.0,128800,0,128800,"Non-Refrigerated Warehouse, Other",Non-Refrigerated Warehouse,119200.0,Other,9600.0,,,,97.0,14.5,19.7,21.2,26.6,1869575.0,2536790.0,0.0,107146.0,365596.0,15040.0,1503994.0,0.0,82.43,0.63,No,,Compliant,,,22.0,,37.0,18388
385,2015,NonResidential,Large Office,SKINNER BLDG,2400002,"{'latitude': '47.60831575', 'longitude': '-122.33544853', 'human_address': '{""address"": ""1326 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1927,1,8.0,321945,0,321945,"Office, Performing Arts, Retail Store",Office,166919.0,Performing Arts,39355.0,Retail Store,19787.0,"2016, 2015, 2009, 2008",79.0,56.4,59.4,155.4,159.1,12745839.0,13434023.0,2525387.0,2995443.0,10220876.0,0.0,0.0,0.0,266.18,0.69,No,,Compliant,,,14.0,,24.0,18081
386,2015,NonResidential,Large Office,IBM BUILDING,2400002,"{'latitude': '47.60831575', 'longitude': '-122.33544853', 'human_address': '{""address"": ""1200 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1964,1,22.0,336330,0,336330,"Office, Other - Restaurant/Bar, Parking",Office,256299.0,Parking,66430.0,Other - Restaurant/Bar,7438.0,,75.0,75.3,80.4,190.2,196.4,19854012.0,21205032.0,6288798.0,3975737.0,13565778.0,0.0,0.0,0.0,579.99,1.55,No,,Compliant,,,14.0,,24.0,18081
387,2015,NonResidential,Large Office,PUGET SOUND PLAZA,2400002,"{'latitude': '47.60831575', 'longitude': '-122.33544853', 'human_address': '{""address"": ""1325 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1960,1,21.0,298426,0,298426,"Office, Other - Education, Parking",Office,286538.0,Parking,197750.0,Other - Education,11888.0,"2013, 2009, 2008",68.0,102.7,111.7,241.6,252.4,30648154.0,33323772.0,12454960.0,5332120.0,18193949.0,0.0,0.0,0.0,1088.2,3.38,No,,Compliant,,,14.0,,24.0,18081
388,2015,NonResidential,Large Office,RAINIER TOWER,2400003,"{'latitude': '47.60816177', 'longitude': '-122.33434527', 'human_address': '{""address"": ""1301 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1976,1,42.0,635824,0,635824,"Financial Office, Office, Other, Parking, Restaurant",Office,718473.0,Parking,40000.0,Restaurant,19671.0,,56.0,73.7,73.7,231.3,231.3,56762408.0,56762408.0,0.0,16636110.0,56764764.0,0.0,0.0,0.0,395.71,0.24,No,,Compliant,,,14.0,,24.0,18081
389,2015,NonResidential,Hotel,FAIRMONT OLYMPIC HOTEL,2400003,"{'latitude': '47.60816177', 'longitude': '-122.33434527', 'human_address': '{""address"": ""411 UNIVERSITY ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1923,1,12.0,542305,0,542305,"Hotel, Office, Retail Store",Hotel,497900.0,Retail Store,28605.0,Office,15800.0,,22.0,119.0,123.8,240.8,243.1,64547116.0,67162360.0,32659986.0,8109597.0,27671094.0,42172.0,4217186.0,0.0,2937.83,5.2,No,,Compliant,,,14.0,,24.0,18081
